,Distriktskod,Distrikt,Antal områden,Forsamlingskod,Församling,Andel församling
1893,109020.0,Romelanda,,148208,Romelanda,100
1894,109021.0,Stenkyrka,,141902,Stenkyrka,99.7199999999999
1895,109022.0,Klövedal,,141905,Klövedal,99.7199999999999
1896,109023.0,Valla,,141901,Valla,99.9599999999999
1897,109024.0,Jörlanda,,141505,Jörlanda,99.8499999999999
1898,109025.0,Spekeröd,,141505,Jörlanda,1.95
1899,109025.0,Spekeröd,,141504,Spekeröd-Ucklum,98.0499999999999
1900,109026.0,Käringön,,142110,Morlanda,100
1901,109027.0,Mollösund,,142110,Morlanda,100
1902,109028.0,Tegneby,,142101,Tegneby,99.6299999999999
1903,109029.0,Stala,,142103,Stala,99.8299999999999
1904,109030.0,Norum,,141502,Norum,99.9
1905,109031.0,Långelanda,,142104,Långelanda,99.92
1906,109032.0,Ödsmål,,141503,Ödsmål,99.98
1907,109033.0,Ucklum,,141504,Spekeröd-Ucklum,100
1908,109034.0,Västerlanda,,146206,Västerlanda,99.9899999999999
1909,109035.0,Gullholmen,,142110,Morlanda,99.9899999999999
1910,109036.0,Skaftö,,148403,Skaftö,99.9699999999999
1911,109037.0,Morlanda,,142101,Tegneby,0.52
1912,109037.0,Morlanda,,142110,Morlanda,99.4399999999999
1913,109038.0,Röra,,142101,Tegneby,1.28
1914,109038.0,Röra,,142102,Röra,98.7199999999999
1915,109039.0,Myckleby,,142105,Myckleby,99.92
1916,109040.0,Ljung,,148503,Ljungskile,100
1917,109041.0,Resteröd,,148503,Ljungskile,99.95
1918,109042.0,Grinneröd,,148503,Ljungskile,100
1919,109043.0,Hjärtum,,146207,Hjärtum,99.9699999999999
1920,109044.0,Dragsmark,,148509,Bokenäset,99.78
1921,109045.0,Lysekil,,148401,Lysekil,99.93
1922,109046.0,Lyse,,148403,Skaftö,0.8
1923,109046.0,Lyse,,148402,Lyse,99.01
1924,109047.0,Torp,,142106,Torp,99.9599999999999
1925,109048.0,Bokenäs,,148509,Bokenäset,99.93
1926,109049.0,Högås,,148509,Bokenäset,99.79
1927,109050.0,Forshälla,,148503,Ljungskile,99.93
1928,109051.0,Smögen,,142701,Södra Sotenäs,100
1929,109052.0,Malmön,,142701,Södra Sotenäs,99.98
1930,109053.0,Kungshamn,,142701,Södra Sotenäs,100
1931,109054.0,Askum,,142701,Södra Sotenäs,99.7999999999999
1932,109055.0,Bro,,148404,Bro,100
1933,109056.0,Brastad,,148405,Brastad,99.9899999999999
1934,109057.0,Skredsvik,,148509,Bokenäset,99.98
1935,109058.0,Herrestad,,148510,Herrestad,99.95
1936,109059.0,Bäve,,148512,Bäve,37.99
1937,109059.0,Bäve,,148513,Dalaberg,61.8699999999999
1938,109060.0,Uddevalla,,148503,Ljungskile,0.76
1939,109060.0,Uddevalla,,148501,Uddevalla,98.8599999999999
1940,109061.0,Lane-Ryr,,148511,Lane-Ryr,99.98
1941,109062.0,Hunnebostrand,,142705,Hunnebostrand,99.87
1942,109063.0,Tossene,,142701,Södra Sotenäs,0.79
1943,109063.0,Tossene,,142706,Tossene,99.1899999999999
1944,109064.0,Foss,,143001,Foss,99.84
1945,109065.0,Fjällbacka,,143507,Fjällbacka,99.98
1946,109066.0,Svenneby,,143509,Svenneby,99.78
1947,109067.0,Bottna,,143508,Bottna,99.9899999999999
1948,109068.0,Bärfendal,,143005,Svarteborg-Bärfendal,100
1949,109069.0,Håby,,143008,Sörbygden,1.89
1950,109069.0,Håby,,143001,Foss,98.1099999999999
1951,109070.0,Svarteborg,,143005,Svarteborg-Bärfendal,100
1952,109071.0,Hede,,143008,Sörbygden,99.98
1953,109072.0,Kville,,143506,Kville,99.9399999999999
1954,109073.0,Sanne,,143008,Sörbygden,100
1955,109074.0,Tanum,,143502,Tanum,99.9899999999999
1956,109075.0,Mo,,143504,Naverstad-Mo,100
1957,109076.0,Krokstad,,143008,Sörbygden,100
1958,109077.0,Lur,,143503,Lur,99.9899999999999
1959,109078.0,Naverstad,,143504,Naverstad-Mo,99.9899999999999
1960,109079.0,Tjärnö,,148601,Strömstad,43.49
1961,109079.0,Tjärnö,,148602,Skee-Tjärnö,56.5
1962,109080.0,Skee,,148602,Skee-Tjärnö,99.9899999999999
1963,109081.0,Strömstad,,148601,Strömstad,99.9899999999999
1964,109082.0,Näsinge,,148606,Idefjorden,100
1965,109083.0,Hogdal,,148606,Idefjorden,99.7999999999999
1966,109084.0,Lommeland,,148606,Idefjorden,99.9899999999999
1967,110001.0,Valbo-Ryr,,143001,Foss,100
1968,110002.0,Torp,,143901,Färgelanda,100
1969,110003.0,Ödeborg,,143901,Färgelanda,100
1970,110004.0,Frändefors,,148703,Gestad,0.75
1971,110004.0,Frändefors,,148706,Frändefors,99.25
1972,110005.0,Gestad,,148703,Gestad,99.9899999999999
1973,110006.0,Färgelanda,,143901,Färgelanda,100
1974,110007.0,Sundals-Ryr,,148705,Sundals-Ryr,99.98
1975,110008.0,Brålanda,,148704,Brålanda,99.6099999999999
1976,110009.0,Bolstad,,146103,Bolstad,99.98
1977,110010.0,Högsäter,,143904,Järbo-Råggärd,1.98
1978,110010.0,Högsäter,,143908,Högsäter,98.0199999999999
1979,110011.0,Erikstad,,146103,Bolstad,99.9699999999999
1980,110012.0,Ör,,146103,Bolstad,0.55
1981,110012.0,Ör,,146107,Ör,99.34
1982,110013.0,Grinstad,,146109,Skållerud,1.03
1983,110013.0,Grinstad,,146103,Bolstad,98.7399999999999
1984,110014.0,Järn,,146109,Skållerud,5.08
1985,110014.0,Järn,,146101,Holm,94.89
1986,110015.0,Rännelanda,,143907,Rännelanda-Lerdal,100
1987,110016.0,Lerdal,,143907,Rännelanda-Lerdal,100
1988,110017.0,Råggärd,,143904,Järbo-Råggärd,100
1989,110018.0,Järbo,,146009,Bäcke-Ödskölt,1.06
1990,110018.0,Järbo,,143904,Järbo-Råggärd,98.9399999999999
1991,110019.0,Gunnarsnäs,,146107,Ör,99.79
1992,110020.0,Dalskog,,146107,Ör,99.7999999999999
1993,110021.0,Holm,,146101,Holm,99.4099999999999
1994,110022.0,Gesäter,,143803,Dals-Ed,100
1995,110023.0,Rölanda,,143803,Dals-Ed,100
1996,110024.0,Bäcke,,146009,Bäcke-Ödskölt,100
1997,110025.0,Ödskölt,,146009,Bäcke-Ödskölt,100
1998,110026.0,Skållerud,,146109,Skållerud,99.89
1999,110027.0,Ånimskog,,149201,Åmål,100
2000,110028.0,Töftedal,,143803,Dals-Ed,99.98
2001,110029.0,Dals-Ed,,143803,Dals-Ed,100
2002,110030.0,Tisselskog,,146006,Steneby-Tisselskog,99.9899999999999
2003,110031.0,Steneby,,146006,Steneby-Tisselskog,100
2004,110032.0,Fröskog,,149201,Åmål,100
2005,110033.0,Tösse-Tydje,,149201,Åmål,100
2006,110034.0,Håbol,,143803,Dals-Ed,100
2007,110035.0,Åmål,,149201,Åmål,100
2008,110036.0,Ärtemark,,146001,Ärtemark,100
2009,110037.0,Laxarby,,146003,Laxarby-Vårvik,100
2010,110038.0,Edsleskog,,149201,Åmål,99.9699999999999
2011,110039.0,Mo,,149201,Åmål,99.9899999999999
2012,110040.0,Nössemark,,143803,Dals-Ed,99.9699999999999
2013,110041.0,Torrskog,,146005,Torrskog,100
2014,110042.0,Vårvik,,146003,Laxarby-Vårvik,100
2015,211001.0,Hammar,,188205,Hammar,100
2016,211002.0,Askersund,,188201,Askersund,100
2017,211003.0,Bo,,186104,Sköllersta,100
2018,211004.0,Ramundeboda,,186001,Ramundeboda,99.9899999999999
2019,211005.0,Snavlunda,,188204,Snavlunda,100
2020,211006.0,Lerbäck,,188203,Lerbäck,100
2021,211007.0,Svennevad,,186104,Sköllersta,100
2022,211008.0,Skagershult,,186004,Skagershult,100
2023,211009.0,Tångeråsa,,181405,Edsberg,100
2024,211010.0,Viby,,186102,Viby,99.5499999999999
2025,211011.0,Hallsberg,,186101,Hallsberg,99.9899999999999
2026,211012.0,Asker,,188015,Asker,100
2027,211013.0,Nysund,,186201,Degerfors-Nysund,99.9899999999999
2028,211014.0,Hardemo,,186101,Hallsberg,0.8
2029,211014.0,Hardemo,,188102,Hardemo,99.1899999999999
2030,211015.0,Hackvad,,181405,Edsberg,99.9599999999999
2031,211016.0,Edsberg,,181405,Edsberg,99.9899999999999
2032,211017.0,Kräcklinge,,181405,Edsberg,99.98
2033,211018.0,Kumla,,188101,Kumla,99.9599999999999
2034,211019.0,Ekeby,,188101,Kumla,0.52
2035,211019.0,Ekeby,,188103,Ekeby,99.45
2036,211020.0,Sköllersta,,186104,Sköllersta,100
2037,211021.0,Lännäs,,188014,Lännäs,100
2038,211022.0,Kvistbro,,181402,Knista,99.9699999999999
2039,211023.0,Knista,2.0,181402,Knista,99.9899999999999
2040,,,,181402,Knista,100
2041,211024.0,Hidinge,,181402,Knista,99.98
2042,211025.0,Vintrosa,,188008,Tysslinge,99.9
2043,211026.0,Täby,,181405,Edsberg,2.39
2044,211026.0,Täby,,188005,Mosjö-Täby,97.5999999999999
2045,211027.0,Mosjö,,188005,Mosjö-Täby,99.93
2046,211028.0,Adolfsberg,,188031,Adolfsberg,99.87
2047,211029.0,Gällersta,,188016,Kvismare,100
2048,211030.0,Örebro Nikolai,2.0,188001,Örebro Nikolai,100
2049,,,,188016,Kvismare,100
2050,211031.0,Almby,,188004,Almby,100
2051,211032.0,Norrbyås,,188016,Kvismare,100
2052,211033.0,Stora Mellösa,,188016,Kvismare,100
2053,211034.0,Tysslinge,,188008,Tysslinge,99.9899999999999
2054,211035.0,Gräve,,188031,Adolfsberg,2.05
2055,211035.0,Gräve,,188008,Tysslinge,97.95
2056,211036.0,Längbro,,188003,Längbro,100
2057,211037.0,Örebro Mikael,,188030,Mikael,100
2058,211038.0,Örebro Olaus Petri,,188002,Örebro Olaus Petri,100
2059,211039.0,Hovsta,,188013,Axberg,100
2060,211040.0,Rinkaby,,188027,Glanshammar,100
2061,211041.0,Glanshammar,,188027,Glanshammar,100
2062,211042.0,Lillkyrka-Ödeby,2.0,188027,Glanshammar,99.9899999999999
2063,,,,188027,Glanshammar,100
2064,211043.0,Götlunda,,198401,Arbogabygden,100
2065,211044.0,Kil,,188013,Axberg,99.9899999999999
2066,211045.0,Axberg,,188013,Axberg,100
2067,212001.0,Oxelösund,,048101,Oxelösund,99.9699999999999
2068,212002.0,Lunda,,048007,Kiladalen,100
2069,212003.0,Tunaberg,,048005,Tunaberg,100
2070,212004.0,Kila,,048007,Kiladalen,99.9099999999999
2071,212005.0,Tuna,,048007,Kiladalen,99.79
2072,212006.0,Bergshammar,,048007,Kiladalen,99.9599999999999
2073,212007.0,Nyköpings Sankt Nicolai,,048002,Nyköping,99.9699999999999
2074,212008.0,Nyköpings Alla Helgona,,048002,Nyköping,100
2075,212009.0,Svärta,,048002,Nyköping,99.9899999999999
2076,212010.0,Tystberga-Bälinge,,048020,Tystbergabygden,99.79
2077,212011.0,Torö,,019204,Ösmo-Torö,100
2078,212012.0,Björkvik,,048302,Björkvik,99.9899999999999
2079,212013.0,Vrena,,048010,Stigtomta-Vrena,100
2080,212014.0,Stigtomta,,048010,Stigtomta-Vrena,99.9399999999999
2081,212015.0,Runtuna,,048019,Rönö,99.9899999999999
2082,212016.0,Västerljung,,048802,Trosa,100
2083,212017.0,Trosa-Vagnhärad,,048802,Trosa,100
2084,212018.0,Östra Vingåker,,048301,Katrineholmsbygden,100
2085,212019.0,Nävertorp,,048301,Katrineholmsbygden,100
2086,212020.0,Stora Malm,,048301,Katrineholmsbygden,100
2087,212021.0,Lerbo,,048301,Katrineholmsbygden,100
2088,212022.0,Bettna,,048208,Bettna,99.9899999999999
2089,212023.0,Blacksta,,048208,Bettna,100
2090,212024.0,Råby-Rönö och Ripsa,,048019,Rönö,100
2091,212025.0,Årdala,,048208,Bettna,100
2092,212026.0,Lid,,048019,Rönö,100
2093,212027.0,Ludgo-Spelvik,,048019,Rönö,100
2094,212028.0,Lästringe,,048020,Tystbergabygden,99.9899999999999
2095,212029.0,Trosa stadsdistrikt,,048802,Trosa,100
2096,212030.0,Mörkö,,018110,Hölö-Mörkö,100
2097,212031.0,Ösmo,,019204,Ösmo-Torö,100
2098,212032.0,Nynäshamn,,019201,Nynäshamn,99.9699999999999
2099,212033.0,Utö,,013605,Dalarö-Ornö-Utö,100
2100,212034.0,Västra Vingåker,,042801,Västra Vingåker,100
2101,212035.0,Katrineholm,,048301,Katrineholmsbygden,100
2102,212036.0,Sköldinge,,048301,Katrineholmsbygden,100
2103,212037.0,Vadsbro,,048208,Bettna,100
2104,212038.0,Forsa,,048208,Bettna,100
2105,212039.0,Flen,,048201,"Flen, Helgesta-Hyltinge",99.9899999999999
2106,212040.0,Helgesta-Hyltinge,,046104,Daga,1.03
2107,212040.0,Helgesta-Hyltinge,,048201,"Flen, Helgesta-Hyltinge",98.9699999999999
2108,212041.0,Björnlunda,,046104,Daga,99.9699999999999
2109,212042.0,Frustuna,,046101,Frustuna,99.98
2110,212043.0,Vårdinge,,018106,Vårdinge,100
2111,212044.0,Hölö,,018110,Hölö-Mörkö,100
2112,212045.0,Sorunda,,019202,Sorunda,99.9899999999999
2113,212046.0,Muskö,,013606,Västerhaninge-Muskö,100
2114,212047.0,Ornö,,013605,Dalarö-Ornö-Utö,100
2115,212048.0,Österåker,,042802,Österåker,99.9599999999999
2116,212049.0,Julita,,048301,Katrineholmsbygden,99.95
2117,212050.0,Floda,,048301,Katrineholmsbygden,100
2118,212051.0,Mellösa,,048207,Mellösa,99.9899999999999
2119,212052.0,Lilla Malma,,048205,Dunker-Lilla Malma,99.9899999999999
2120,212053.0,Gryt,,046104,Daga,100
2121,212054.0,Gåsinge-Dillnäs,,046104,Daga,100
2122,212055.0,Överjärna,,018108,Ytterjärna,5.29
2123,212055.0,Överjärna,,018107,Överjärna,94.7099999999999
2124,212056.0,Ytterjärna,,018108,Ytterjärna,99.9899999999999
2125,212057.0,Grödinge,,012702,Grödinge,99.9699999999999
2126,212058.0,Västerhaninge,,013606,Västerhaninge-Muskö,99.9899999999999
2127,212059.0,Österhaninge,,013605,Dalarö-Ornö-Utö,45.56
2128,212059.0,Österhaninge,,013601,Österhaninge,54.43
2129,212060.0,Nämdö,,012003,"Djurö, Möja och Nämdö",100
2130,212061.0,Näshulta,,048417,Näshulta,99.98
2131,212062.0,Ärla,,048420,Stenkvista-Ärla,99.93
2132,212063.0,Dunker,,048205,Dunker-Lilla Malma,99.9899999999999
2133,212064.0,Åker,,048606,Åker-Länna,99.9899999999999
2134,212065.0,Mariefred,,048604,Mariefred,99.98
2135,212066.0,Turinge,,018107,Överjärna,0.58
2136,212066.0,Turinge,,018108,Ytterjärna,1.09
2137,212066.0,Turinge,,014001,Turinge-Taxinge,98.3199999999999
2138,212067.0,Taxinge,,014001,Turinge-Taxinge,99.9899999999999
2139,212068.0,Tveta,,018101,Södertälje,99.9899999999999
2140,212069.0,Västertälje,,018101,Södertälje,100
2141,212070.0,Södertälje,,018101,Södertälje,100
2142,212071.0,Östertälje,,018102,Östertälje,99.98
2143,212072.0,Salem,,012801,Salem,99.9399999999999
2144,212073.0,Tullinge,,012701,Botkyrka,99.9899999999999
2145,212074.0,Tumba,,012701,Botkyrka,100
2146,212075.0,Flemingsberg,,012604,Flemingsberg,100
2147,212076.0,Huddinge,,012601,Huddinge,99.9099999999999
2148,212077.0,Trångsund,,012602,Trångsund-Skogås,99.78
2149,212078.0,Tyresö,,013801,Tyresö,99.95
2150,212079.0,Dalarö,,013605,Dalarö-Ornö-Utö,100
2151,212080.0,Västermo,,048413,Västra Rekarne,100
2152,212081.0,Öja,,048413,Västra Rekarne,100
2153,212082.0,Gillberga,,048413,Västra Rekarne,99.9699999999999
2154,212083.0,Lista,,048413,Västra Rekarne,100
2155,212084.0,Husby-Rekarne,,048418,Husby-Rekarne,99.9699999999999
2156,212085.0,Stenkvista,,048420,Stenkvista-Ärla,100
2157,212086.0,Länna,,048606,Åker-Länna,100
2158,212087.0,Härad,,048614,Vårfruberga-Härad,99.9899999999999
2159,212088.0,Toresund,,048607,Stallarholmen,100
2160,212089.0,Enhörna,,018104,Enhörna,100
2161,212090.0,Botkyrka,,012701,Botkyrka,100
2162,212091.0,Huddinge Sankt Mikael,,012601,Huddinge,1.58
2163,212091.0,Huddinge Sankt Mikael,,012603,S:t Mikael,98.26
2164,212092.0,Skärholmen,,018040,Skärholmen,99.64
2165,212093.0,Vantör,,018023,Vantör,99.5199999999999
2166,212094.0,Farsta,,018025,Farsta,99.7999999999999
2167,212095.0,Skarpnäck,,018036,Skarpnäck,99.8799999999999
2168,212096.0,Brännkyrka,,018034,Enskede-Årsta,4.44
2169,212096.0,Brännkyrka,,018039,Hägersten,6.1
2170,212096.0,Brännkyrka,,018021,Brännkyrka,89.2399999999999
2171,212097.0,Enskede,,018034,Enskede-Årsta,99.9899999999999
2172,212098.0,Hägersten,,018021,Brännkyrka,10.19
2173,212098.0,Hägersten,,018039,Hägersten,89.7999999999999
2174,212099.0,Högalid,,018014,Högalid,99.75
2175,212100.0,Stockholms Katarina,,018001,Stockholms domkyrkoförsamling,0.5
2176,212100.0,Stockholms Katarina,,018015,Katarina,99.5
2177,212101.0,Stockholms Maria Magdalena,,018001,Stockholms domkyrkoförsamling,3.06
2178,212101.0,Stockholms Maria Magdalena,,018013,Maria Magdalena,96.92
2179,212102.0,Stockholms Sofia,,018201,Nacka,0.68
2180,212102.0,Stockholms Sofia,,018001,Stockholms domkyrkoförsamling,1.98
2181,212102.0,Stockholms Sofia,,018011,Oscar,2.98
2182,212102.0,Stockholms Sofia,,018017,Sofia,94.1099999999999
2183,212103.0,Saltsjöbaden,,018202,Saltsjöbaden,99.6299999999999
2184,212104.0,Nacka,,018201,Nacka,99.5699999999999
2185,212105.0,Kung Karl,,196001,Kungsör,100
2186,212106.0,Torpa,,196001,Kungsör,100
2187,212107.0,Råby-Rekarne,,048410,Hällby församling med Tumbo och Råby-Rekarne,100
2188,212108.0,Hällby,,048410,Hällby församling med Tumbo och Råby-Rekarne,100
2189,212109.0,Tumbo,,048410,Hällby församling med Tumbo och Råby-Rekarne,100
2190,212110.0,Eskilstuna Fors,,048402,Eskilstuna,100
2191,212111.0,Eskilstuna Kloster,,048402,Eskilstuna,100
2192,212112.0,Torshälla,,048403,Torshälla,99.9899999999999
2193,212113.0,Kafjärden,,048421,Kafjärden,99.7999999999999
2194,212114.0,Strängnäs domkyrkodistrikt,,048601,Strängnäs domkyrkoförsamling med Aspö,99.9899999999999
2195,212115.0,Överselö,,048607,Stallarholmen,99.9399999999999
2196,212116.0,Ytterselö,,048607,Stallarholmen,100
2197,212117.0,Vårfruberga,,048614,Vårfruberga-Härad,99.9899999999999
2198,212118.0,Aspö,,048601,Strängnäs domkyrkoförsamling med Aspö,99.9899999999999
2199,213001.0,Eskilsäter,,178504,Södra Värmlandsnäs,100
2200,213002.0,Millesvik,,178504,Södra Värmlandsnäs,100
2201,213003.0,Ölserud,,178504,Södra Värmlandsnäs,100
2202,213004.0,Botilsäter,,178504,Södra Värmlandsnäs,99.7
2203,213005.0,Södra Råda,,144701,Amnehärad,100
2204,213006.0,Rudskoga,,178103,Rudskoga,99.75
2205,213007.0,Tveta,,178501,Säffle,2.01
2206,213007.0,Tveta,,178502,Tveta,97.98
2207,213008.0,Säffle,,178501,Säffle,99.92
2208,213009.0,Södra Ny-Huggenäs,,178508,Ny-Huggenäs,99.67
2209,213010.0,Visnums-Kil,,178104,Visnums-Kil,99.7699999999999
2210,213011.0,Visnum,,178105,Visnum,99.9599999999999
2211,213012.0,Svanskog,,178511,Svanskog,99.9
2212,213013.0,Kila,,178510,Kila,99.9899999999999
2213,213014.0,Bro,,178503,Bro,100
2214,213015.0,Degerfors,,186201,Degerfors-Nysund,100
2215,213016.0,Trankil,,176506,Trankil,99.9899999999999
2216,213017.0,Blomskog,,176505,Blomskog,100
2217,213018.0,Sillerud,,176502,Sillerud,100
2218,213019.0,Långserud,,178511,Svanskog,1.34
2219,213019.0,Långserud,,178512,Långserud,98.65
2220,213020.0,Ed,,176403,Ed-Borgvik,99.98
2221,213021.0,Segerstad,,178009,Nor-Segerstad,100
2222,213022.0,Hammarö,,176101,Hammarö,100
2223,213023.0,Väse,,176101,Hammarö,12.44
2224,213023.0,Väse,,178003,Väse-Fågelvik,87.5499999999999
2225,213024.0,Kristinehamn,,178101,Kristinehamn,99.9099999999999
2226,213025.0,Västra Fågelvik,,176507,Västra Fågelvik,99.9899999999999
2227,213026.0,Silbodal,,176501,Silbodal,100
2228,213027.0,Gillberga,,178509,Gillberga,99.67
2229,213028.0,Borgvik,,176403,Ed-Borgvik,100
2230,213029.0,Grums,,176401,Grums,99.73
2231,213030.0,Västerstrand,,178011,Västerstrand,99.9099999999999
2232,213031.0,Nor,,178009,Nor-Segerstad,100
2233,213032.0,Karlstads domkyrkodistrikt,,178001,Karlstads domkyrkoförsamling,99.8199999999999
2234,213033.0,Norrstrand,,178002,Norrstrand,99.9399999999999
2235,213034.0,Östra Fågelvik,2.0,178003,Väse-Fågelvik,99.9699999999999
2236,,,,178003,Väse-Fågelvik,100
2237,213035.0,Ölme,,178105,Visnum,1.8
2238,213035.0,Ölme,,178106,Ölme,98.1599999999999
2239,213036.0,Bjurtjärn,,176001,Storfors,99.9899999999999
2240,213037.0,Karlskoga,,188301,Karlskoga,100
2241,213038.0,Holmedal,,176503,Holmedal-Karlanda,99.9899999999999
2242,213039.0,Glava,,178405,Glava,99.9899999999999
2243,213040.0,Stavnäs,,178403,Stavnäs-Högerud,99.98
2244,213041.0,Värmskog,,176404,Värmskog,99.8799999999999
2245,213042.0,Grava,,178008,Grava,99.9599999999999
2246,213043.0,Forshaga,,176301,Forshaga-Munkfors,99.9899999999999
2247,213044.0,Alster,,178003,Väse-Fågelvik,1.41
2248,213044.0,Alster,,178006,Alster-Nyedsbygden,98.28
2249,213045.0,Lungsund,,176001,Storfors,100
2250,213046.0,Töcksmark,,176508,Töcksmark,100
2251,213047.0,Karlanda,,176503,Holmedal-Karlanda,100
2252,213048.0,Högerud,,178403,Stavnäs-Högerud,99.64
2253,213049.0,Boda,,171503,Boda,100
2254,213050.0,Frykerud,,178001,Karlstads domkyrkoförsamling,0.61
2255,213050.0,Frykerud,,171502,Frykerud,99.2999999999999
2256,213051.0,Stora Kil,,171501,Stora Kil,99.9599999999999
2257,213052.0,Nedre Ullerud,,176301,Forshaga-Munkfors,100
2258,213053.0,Storfors,,176001,Storfors,100
2259,213054.0,Östervallskog,,176509,Östervallskog,100
2260,213055.0,Älgå,,178409,Älgå,99.98
2261,213056.0,Arvika stadsdistrikt,,178401,Arvika Östra,100
2262,213057.0,Arvika landsdistrikt,,178402,Arvika Västra,99.9899999999999
2263,213058.0,Brunskog,,178411,Brunskog,99.9899999999999
2264,213059.0,Övre Ullerud,,176202,Forshaga-Munkfors,0.62
2265,213059.0,Övre Ullerud,,176301,Forshaga-Munkfors,99.3799999999999
2266,213060.0,Nyed,,178006,Alster-Nyedsbygden,100
2267,213061.0,Brattfors,,178201,Filipstad,100
2268,213062.0,Kroppa,,178201,Filipstad,99.9
2269,213063.0,Järnskog,,173003,Järnskog-Skillingmark,99.9899999999999
2270,213064.0,Köla,,173005,Köla,99.9899999999999
2271,213065.0,Ny,,178408,Ny,99.9899999999999
2272,213066.0,Mangskog,,178410,Mangskog,99.9599999999999
2273,213067.0,Västra Ämtervik,,176602,Västra Ämtervik,99.98
2274,213068.0,Östra Ämtervik,,176603,Östra Ämtervik,100
2275,213069.0,Älvsbacka,,178006,Alster-Nyedsbygden,99.9899999999999
2276,213070.0,Filipstad,,178201,Filipstad,100
2277,213071.0,Skillingmark,,173003,Järnskog-Skillingmark,99.9399999999999
2278,213072.0,Gunnarskog,,178407,Gunnarskog,99.9899999999999
2279,213073.0,Ransäter,,176202,Forshaga-Munkfors,100
2280,213074.0,Munkfors,,176202,Forshaga-Munkfors,100
2281,213075.0,Sunnemo,,178304,Norra Råda-Sunnemo,99.98
2282,213076.0,Eda,,173001,Eda,99.9899999999999
2283,213077.0,Gräsmark,2.0,176604,Gräsmark,100
2284,213077.0,Gräsmark,2.0,176604,Gräsmark,100
2285,213078.0,Sunne,,176601,Sunne,99.93
2286,213079.0,Norra Råda,,178304,Norra Råda-Sunnemo,100
2287,213080.0,Nordmark,,178201,Filipstad,100
2288,213081.0,Gåsborn,,178201,Filipstad,100
2289,213082.0,Lysvik,,176605,Lysvik,100
2290,213083.0,Hagfors,,178301,Hagfors-Gustav Adolf,99.9899999999999
2291,213084.0,Bogen,,178407,Gunnarskog,99.9899999999999
2292,213085.0,Gustav Adolf,,178301,Hagfors-Gustav Adolf,100
2293,213086.0,Rämmen,,178201,Filipstad,100
2294,213087.0,Lekvattnet,,173702,Lekvattnet,99.9899999999999
2295,213088.0,Fryksände,2.0,173701,Fryksände,99.6099999999999
2296,,,,173701,Fryksände,100
2297,213089.0,Ekshärad,,178302,Ekshärad,100
2298,213090.0,Östmark,,173705,Östmark,100
2299,213091.0,Vitsand,,173703,Vitsand,100
2300,213092.0,Norra Ny,,173708,Övre Älvdal,100
2301,213093.0,Nyskoga,,173708,Övre Älvdal,100
2302,213094.0,Södra Finnskoga,,173708,Övre Älvdal,99.98
2303,213095.0,Dalby,,173708,Övre Älvdal,100
2304,213096.0,Norra Finnskoga,,173708,Övre Älvdal,99.9899999999999
2305,214001.0,Arboga landsdistrikt,2.0,198401,Arbogabygden,100
2306,,,,198401,Arbogabygden,100
2307,214002.0,Viker,,188404,Nora bergslagsförsamling,100
2308,214003.0,Arboga stadsdistrikt,,198401,Arbogabygden,99.9899999999999
2309,214004.0,Björskog,,198304,Malma,0.7
2310,214004.0,Björskog,,196001,Kungsör,99.2999999999999
2311,214005.0,Nora,,188404,Nora bergslagsförsamling,99.9899999999999
2312,214006.0,Ervalla,,188013,Axberg,99.9599999999999
2313,214007.0,Näsby,,188504,Näsby,100
2314,214008.0,Fellingsbro,,188505,Fellingsbro,99.9899999999999
2315,214009.0,Medåker,,198401,Arbogabygden,99.9899999999999
2316,214010.0,Himmeta-Bro,,196001,Kungsör,1.12
2317,214010.0,Himmeta-Bro,,198304,Malma,98.8799999999999
2318,214011.0,Köping,,198301,Köpingsbygden,99.9899999999999
2319,214012.0,Kungs-Barkarö,,196001,Kungsör,100
2320,214013.0,Kolbäck,,196101,Hallstahammar-Kolbäck,99.9899999999999
2321,214014.0,Rytterne,,198010,Västerås-Barkarö,5.62
2322,214014.0,Rytterne,,198020,Rytterne,94.37
2323,214015.0,Barkarö,,198010,Västerås-Barkarö,99.9699999999999
2324,214016.0,Grythyttan,,186302,Grythyttan,100
2325,214017.0,Lindesberg,,188502,Linde bergslag,99.9899999999999
2326,214018.0,Västra Skedvi,,198304,Malma,99.98
2327,214019.0,Kolsva,,198304,Malma,100
2328,214020.0,Munktorp,,198301,Köpingsbygden,99.6599999999999
2329,214021.0,Berg,,196101,Hallstahammar-Kolbäck,100
2330,214022.0,Säby,,196101,Hallstahammar-Kolbäck,100
2331,214023.0,Hallstahammar,,196101,Hallstahammar-Kolbäck,100
2332,214024.0,Dingtuna,,198009,Dingtuna-Lillhärad,99.9599999999999
2333,214025.0,Lundby,,198002,Västerås Lundby,99.98
2334,214026.0,Västerås domkyrkodistrikt,,198001,Västerås domkyrkoförsamling,99.87
2335,214027.0,Kärrbo,,198011,Kungsåra,99.9899999999999
2336,214028.0,Viksäng,,198024,Viksäng,99.6299999999999
2337,214029.0,Irsta,,198011,Kungsåra,100
2338,214030.0,Ängsö,,198011,Kungsåra,100
2339,214031.0,Kungsåra,,198011,Kungsåra,100
2340,214032.0,Järnboås,,188404,Nora bergslagsförsamling,100
2341,214033.0,Guldsmedshyttan,,188503,Guldsmedshyttan,100
